"SID","LocalPath","LocalComputerName","LocalUsername","JumpCloudUserName"
"S-1-12-1-2921797391-1167896507-2011206068-1435535502","C:\Users\deborahharrington","LAPTOP-EN914H5Q","AzureAD\deborahharrington",""
